Error results for Standard Genetic Algorithm, 250
---------------------------
0, 3251.8977968141294
1, 3006.770123664814
2, 3046.8447099390323
3, 4060.0954319534417
4, 2992.686679655373
5, 2974.9440036911874
6, 2783.888022065919
7, 3524.495345037473
8, 3893.075806964975
9, 3040.242042684343
10, 3328.089110123264
11, 3941.8287886273024
12, 3593.248401582401
13, 3042.7536190602823
14, 3059.775682248275
15, 3839.209110040892
16, 3258.7866512640244
17, 3772.353010667533
18, 3172.7261962352604
19, 2971.1368429482027
20, 3444.185192686837
21, 2875.072873541982
22, 2950.7908629699123
23, 3081.2689898800654
24, 2945.0844520223322
25, 3376.9139616960574
26, 3268.8213525098245
27, 3081.2689898800654
28, 3754.159214684553
29, 2995.0444281596815
30, 3133.8102763812312
31, 5279.108042418424
32, 2994.416991889675
33, 4426.846151228571
34, 3009.3097917068717
35, 2945.474327624745
36, 2978.7072945197833
37, 3228.5576661964656
38, 3042.290379724681
39, 3413.9390623615486
40, 3007.173652125539
41, 2978.6513852848598
42, 8389.688781368039
43, 3445.5726756384097
44, 3157.9131738163633
45, 3082.387826551764
46, 3003.668234374006
47, 3024.230756772309
48, 3402.9346185418367
49, 3634.8541510346968
50, 3022.8362565971665
51, 3010.5482748063773
52, 3026.950288905927
53, 6271.23104384524
54, 3329.401034901576
55, 3564.5291440261717
56, 2994.425535798157
57, 3165.3055616769266
58, 3467.7132097486433
59, 3307.6126236831656
60, 3118.5052800777016
61, 3079.1441652701396
62, 3331.7937298907414
63, 3320.6100486156033
64, 3051.438761341229
65, 2970.3350205356305
66, 2899.269445085461
67, 3022.5390072229206
68, 2977.8604631237386
69, 3264.0668639151268
70, 3417.1394043791215
71, 2941.147551665045
72, 3041.24949872701
73, 3119.506215353339
74, 3373.5788828594964
75, 3124.078192356699
76, 3260.767900822175
77, 3066.3346435543244
78, 2957.803451538848
79, 3231.4833487776446
80, 3018.1508178950116
81, 4131.831590648298
82, 3503.5548518364967
83, 3973.3563719447225
84, 2989.7677210381894
85, 3048.5591732474813
86, 3152.218678066457
87, 2983.574942433952
88, 3424.2518398694933
89, 3043.765117562223
90, 2988.1640977316792
91, 3033.3445922303836
92, 5272.748270835493
93, 3446.6869771073452
94, 3072.9157268508675
95, 3122.213736449333
96, 3083.004581916518
97, 3017.7328631980167
98, 2993.6585875839482
99, 3374.5876869291333
100, 2984.3230871457504
101, 3132.111872313148
102, 2889.0075672856306
103, 3125.2464052188616
104, 3760.6909355104767
105, 3369.168183230533
106, 3028.3066728297426
107, 6682.832487911569
108, 3050.373360855628
109, 3309.419831572279
110, 2948.1416307289637
111, 3021.593588698432
112, 3175.8839620443646
113, 3016.6511775361114
114, 3078.086110777323
115, 2959.246938914534
116, 2989.485515184016
117, 3300.6496085679705
118, 2968.199847483372
119, 3045.497821279152
120, 3176.2960342727038
121, 3150.069779097674
122, 2908.441468361648
123, 2994.7704545107586
124, 2832.7414595853215
125, 4141.192263004345
126, 3041.483855959018
127, 3155.757728029684
128, 3060.0375164523994
129, 2955.965959628559
130, 3028.9439224201656
131, 3031.021062517845
132, 3576.956017453537
133, 3034.0880723783125
134, 2958.3221597763
135, 2956.482726836778
136, 3197.683087579491
137, 3073.0326426230167
138, 3107.3545891851268
139, 3001.2326028335015
140, 3026.613015506328
141, 3133.425159376084
142, 2991.0049211550377
143, 3110.2404616703134
144, 2993.0035247707415
145, 3295.2090179188963
146, 3055.0244319883445
147, 2951.990262057669
148, 3342.5134651157387
149, 3142.0564027019454
150, 3237.4418490682265
151, 3456.0451307540843
152, 3405.2625076934237
153, 2976.7083004848287
154, 2996.772536556901
155, 3051.8687690439883
156, 3194.983996843025
157, 2974.5016109235735
158, 2994.936874187107
159, 2886.336977455228
160, 3115.7946453962504
161, 3326.253103705666
162, 2898.1630275814246
163, 2949.424680074822
164, 3497.52728311044
165, 3036.9875627621213
166, 2933.919052993327
167, 3055.3259285044655
168, 2965.4090448418424
169, 3396.5831469138834
170, 2874.8122161966526
171, 3350.682145144378
172, 3301.586407588036
173, 2936.7751735716342
174, 3052.351021150905
175, 3324.69755204576
176, 3516.830867426106
177, 2876.4294744844874
178, 2834.898897308189
179, 2930.360197722346
180, 2786.8518651548716
181, 3146.2007891050457
182, 2884.795071468606
183, 3091.2862787404397
184, 2895.4315089278007
185, 3190.600803404287
186, 3133.866469366502
187, 2943.967043523875
188, 3302.5693861419463
189, 3000.784912288253
190, 3277.7427963272257
191, 3188.082701049583
192, 3089.962080187081
193, 3070.86042904897
194, 3004.6842088697817
195, 3011.6062315899158
196, 2869.585577695044
197, 2964.7640155293366
198, 3036.3835074584026
199, 3330.514624322108
200, 4232.20995432179
201, 3158.610850510265
202, 2916.1864343875304
203, 2979.4555384372575
204, 2963.735341541452
205, 2808.569352562044
206, 3196.63415410215
207, 2951.3963154523026
208, 3575.759668021533
209, 2855.8849087439976
210, 2902.903609150822
211, 2787.0456501252534
212, 2921.1724524252904
213, 2828.3567979757636
214, 2989.8175106909725
215, 3071.0868676846717
216, 2899.0260152177066
217, 2763.1865072045644
218, 3119.6716395660937
219, 3051.405249123868
220, 3276.1056223891806
221, 2929.002357413332
222, 2881.455243977324
223, 3099.20258633189
224, 2766.8537606498126
225, 2793.7169345849743
226, 2980.239760057221
227, 2837.167145826255
228, 2951.159718645302
229, 3937.0106609702093
230, 3339.29022848788
231, 3013.3584849452322
232, 2965.794153938613
233, 3087.5162736439684
234, 3029.7226932032936
235, 2807.7749553293525
236, 2887.070426601543
237, 2923.4101217322077
238, 2792.0843910073427
239, 2791.980906073633
